Illumina_Trusight_one_clinical_exome	SureSelect_Focussed_exome_RDE	Sure_select_all_exon_v5	Sure_select_all_exon_v6
		SYCP2	SNORD11
		SYCP2L	SNORD110
		SYCP3	SNORD111
		SYDE1	SNORD111B
		SYDE2	SNORD113-1
		SYF2	SNORD113-2
		SYK	SNORD113-4
		SYMPK	SNORD113-5
		SYN1	SNORD113-6
		SYN2	SNORD113-7
		SYN3	SNORD113-9
		SYNC	SNORD114-1
		SYNCRIP	SNORD114-10
		SYNDIG1	SNORD114-11
		SYNDIG1L	SNORD114-12
		SYNE1	SNORD114-13
		SYNE2	SNORD114-14
		SYNE3	SNORD114-15
		SYNE4	SNORD114-16
		SYNGAP1	SNORD114-17
		SYNGR1	SNORD114-18
		SYNGR2	SNORD114-19
		SYNGR3	SNORD114-2
		SYNGR4	SNORD114-20
		SYNJ1	SNORD114-21
		SYNJ2	SNORD114-22
		SYNJ2BP	SNORD114-23
		SYNJ2BP-COX16	SNORD114-24
		SYNJ2-IT1	SNORD114-25
		SYNM	SNORD114-26
		SYNPO2	SNORD114-27
		SYNPO2L	SNORD114-28
		SYNPR	SNORD114-29
		SYNPR-AS1	SNORD114-3
		SYNRG	SNORD114-30
		SYP-AS1	SNORD114-31
		SYPL1	SNORD114-4
		SYPL2	SNORD114-5
		SYS1	SNORD114-6
		SYS1-DBNDD2	SNORD114-7
		SYT1	SNORD114-8
		SYT10	SNORD114-9
		SYT11	SNORD115-1
		SYT12	SNORD115-10
		SYT13	SNORD115-11
		SYT14	SNORD115-12
		SYT14L	SNORD115-13
		SYT15	SNORD115-14
		SYT16	SNORD115-15
		SYT17	SNORD115-16
		SYT2	SNORD115-17
		SYT3	SNORD115-18
		SYT4	SNORD115-19
		SYT5	SNORD115-2
		SYT6	SNORD115-20
		SYT7	SNORD115-21
		SYT8	SNORD115-22
		SYT9	SNORD115-23
		SYTL1	SNORD115-25
		SYTL2	SNORD115-26
		SYTL3	SNORD115-29
		SYTL4	SNORD115-3
		SYTL5	SNORD115-30
		SYVN1	SNORD115-31
		SZRD1	SNORD115-32
		SZT2	SNORD115-33
		T	SNORD115-34
		TAAR1	SNORD115-35
		TAAR2	SNORD115-36
		TAAR3	SNORD115-37
		TAAR5	SNORD115-38
		TAAR6	SNORD115-39
		TAAR8	SNORD115-4
		TAAR9	SNORD115-40
		TAB1	SNORD115-41
		TAB2	SNORD115-42
		TAB3	SNORD115-43
		TAC1	SNORD115-44
		TAC3	SNORD115-48
		TAC4	SNORD115-5
		TACC1	SNORD115-6
		TACC2	SNORD115-7
		TACC3	SNORD115-8
		TACO1	SNORD115-9
		TACR1	SNORD116-1
		TACR2	SNORD116-10
		TACR3	SNORD116-11
		TACSTD2	SNORD116-12
		TADA1	SNORD116-13
		TADA2A	SNORD116-14
		TADA2B	SNORD116-15
		TADA3	SNORD116-16
		TAF1	SNORD116-17
		TAF10	SNORD116-18
		TAF11	SNORD116-19
		TAF12	SNORD116-2
		TAF13	SNORD116-20
		TAF15	SNORD116-21
		TAF1A	SNORD116-22
		TAF1B	SNORD116-23
		TAF1C	SNORD116-24
		TAF1D	SNORD116-25
		TAF1L	SNORD116-26
		TAF2	SNORD116-27
		TAF3	SNORD116-28
		TAF4	SNORD116-29
		TAF4B	SNORD116-3
		TAF5	SNORD116-4
		TAF5L	SNORD116-5
		TAF6	SNORD116-6
		TAF6L	SNORD116-7
		TAF7	SNORD116-8
		TAF7L	SNORD116-9
		TAF8	SNORD117
		TAF9	SNORD119
		TAF9B	SNORD11B
		TAGAP	SNORD12
		TAGLN	SNORD121A
		TAGLN2	SNORD121B
		TAGLN3	SNORD123
		TAL1	SNORD124
		TAL2	SNORD125
		TALDO1	SNORD126
		TAMM41	SNORD127
		TANC1	SNORD12B
		TANC2	SNORD12C
		TANGO2	SNORD15A
		TANGO6	SNORD15B
		TANK	SNORD16
		TAOK1	SNORD17
		TAOK2	SNORD18A
		TAOK3	SNORD18B
		TAP1	SNORD18C
		TAP2	SNORD19
		TAPBP	SNORD19B
		TAPBPL	SNORD1A
		TAPSAR1	SNORD1B
		TAPT1	SNORD1C
		TAPT1-AS1	SNORD2
		TARBP1	SNORD20
		TARBP2	SNORD21
		TARDBP	SNORD22
		TARM1	SNORD23
		TARP	SNORD24
		TARS	SNORD25
		TARS2	SNORD26
		TARSL2	SNORD27
		TAS1R1	SNORD28
		TAS1R2	SNORD29
		TAS1R3	SNORD30
		TAS2R1	SNORD31
		TAS2R10	SNORD32A
		TAS2R13	SNORD32B
		TAS2R14	SNORD33
		TAS2R16	SNORD34
		TAS2R19	SNORD35A
		TAS2R20	SNORD35B
		TAS2R3	SNORD36A
		TAS2R30	SNORD36B
		TAS2R31	SNORD36C
		TAS2R38	SNORD37
		TAS2R39	SNORD38A
		TAS2R4	SNORD38B
		TAS2R40	SNORD41
		TAS2R41	SNORD42A
		TAS2R42	SNORD42B
		TAS2R43	SNORD43
		TAS2R46	SNORD44
		TAS2R5	SNORD45A
		TAS2R50	SNORD45B
		TAS2R60	SNORD45C
		TAS2R7	SNORD46
		TAS2R8	SNORD47
		TAS2R9	SNORD48
		TASP1	SNORD49A
		TAT	SNORD49B
		TATDN1	SNORD4A
		TATDN2	SNORD4B
		TATDN3	SNORD5
		TAX1BP1	SNORD50A
		TAX1BP3	SNORD50B
		TAZ	SNORD51
		TBATA	SNORD52
		TBC1D1	SNORD53
		TBC1D10A	SNORD54
		TBC1D10B	SNORD55
		TBC1D10C	SNORD56
		TBC1D12	SNORD57
		TBC1D13	SNORD58A
		TBC1D14	SNORD58B
		TBC1D15	SNORD58C
		TBC1D16	SNORD59A
		TBC1D17	SNORD59B
		TBC1D19	SNORD6
		TBC1D2	SNORD60
		TBC1D20	SNORD61
		TBC1D21	SNORD62A
		TBC1D22A	SNORD62B
		TBC1D22B	SNORD63
		TBC1D23	SNORD64
		TBC1D24	SNORD65
		TBC1D25	SNORD66
		TBC1D26	SNORD67
		TBC1D28	SNORD68
		TBC1D29	SNORD69
		TBC1D2B	SNORD7
		TBC1D3	SNORD70
		TBC1D30	SNORD71
		TBC1D32	SNORD72
		TBC1D3B	SNORD73A
		TBC1D3C	SNORD74
		TBC1D3P5	SNORD75
		TBC1D4	SNORD76
		TBC1D5	SNORD77
		TBC1D7	SNORD78
		TBC1D8	SNORD79
		TBC1D8B	SNORD8
		TBC1D9	SNORD80
		TBC1D9B	SNORD81
		TBCA	SNORD82
		TBCB	SNORD83A
		TBCC	SNORD83B
		TBCCD1	SNORD84
		TBCD	SNORD85
		TBCE	SNORD86
		TBCEL	SNORD87
		TBCK	SNORD88A
		TBK1	SNORD88B
		TBKBP1	SNORD88C
		TBL1X	SNORD89
		TBL1XR1	SNORD9
		TBL1Y	SNORD90
		TBL2	SNORD91A
		TBL3	SNORD91B
		TBP	SNORD92
		TBPL1	SNORD93
		TBPL2	SNORD94
		TBR1	SNORD95
		TBRG1	SNORD96A
		TBRG4	SNORD96B
		TBX1	SNORD97
		TBX10	SNORD98
		TBX15	SNORD99
		TBX18	SNPH
		TBX19	SNRK
		TBX2	SNRK-AS1
		TBX20	SNRNP200
		TBX21	SNRNP25
		TBX22	SNRNP27
		TBX3	SNRNP35
		TBX4	SNRNP40
		TBX5	SNRNP48
		TBX5-AS1	SNRNP70
		TBX6	SNRPA
		TBXAS1	SNRPA1
		TC2N	SNRPB
		TCAIM	SNRPB2
		TCAM1P	SNRPC
		TCAP	SNRPD1
		TCEA2	SNRPD2
		TCEA3	SNRPD3
		TCEAL1	SNRPE
		TCEAL2	SNRPF
		TCEAL3	SNRPG
		TCEAL4	SNRPN
		TCEAL5	SNTA1
		TCEAL6	SNTB1
		TCEAL7	SNTB2
		TCEAL8	SNTG1
		TCEANC	SNTG2
		TCEANC2	SNTN
		TCEB1	SNUPN
		TCEB2	SNURF
		TCEB3	SNW1
		TCEB3B	SNX1
		TCEB3C	SNX10
		TCEB3CL	SNX11
		TCF12	SNX12
		TCF15	SNX13
		TCF19	SNX14
		TCF20	SNX15
		TCF21	SNX16
		TCF23	SNX17
		TCF24	SNX18
		TCF25	SNX19
		TCF3	SNX2
		TCF4	SNX20
		TCF7	SNX21
		TCF7L1	SNX22
		TCF7L2	SNX24
		TCFL5	SNX25
		TCHH	SNX27
		TCHHL1	SNX29
		TCHP	SNX29P1
		TCIRG1	SNX29P2
		TCL1A	SNX3
		TCL1B	SNX30
		TCL6	SNX31
		TCN1	SNX32
		TCN2	SNX33
		TCOF1	SNX4
		TCP1	SNX5
		TCP10	SNX6
		TCP10L	SNX7
		TCP10L2	SNX8
		TCP11	SNX9
		TCP11L1	SOAT1
		TCP11L2	SOAT2
		TCP11X2	SOBP
		TCTA	SOCS1
		TCTE1	SOCS2
		TCTE3	SOCS2-AS1
		TCTEX1D1	SOCS3
		TCTEX1D2	SOCS4
		TCTEX1D4	SOCS5
		TCTN1	SOCS6
		TCTN2	SOCS7
		TCTN3	SOD1
		TDG	SOD2
		TDGF1	SOD3
		TDGF1P3	SOGA1
		TDH	SOGA3
		TDO2	SOHLH1
		TDP2	SOHLH2
		TDRD1	SON
		TDRD10	SORBS1
		TDRD12	SORBS2
		TDRD3	SORBS3
		TDRD5	SORCS1
		TDRD6	SORCS2
		TDRD7	SORCS3
		TDRD9	SORD
		TDRG1	SORL1
		TDRKH	SORT1
		TEAD1	SOS1
		TEAD2	SOS2
		TEAD3	SOST
		TEAD4	SOSTDC1
		TEC	SOWAHA
		TECPR1	SOWAHB
		TECPR2	SOWAHC
		TECR	SOWAHD
		TECRL	SOX1
		TECTA	SOX10
		TECTB	SOX11
		TEDDM1	SOX12
		TEF	SOX13
		TEFM	SOX14
		TEK	SOX15
		TEKT1	SOX17
		TEKT2	SOX18
		TEKT3	SOX2
		TEKT4	SOX21
		TEKT4P2	SOX3
		TEKT5	SOX30
		TELO2	SOX4
		TEN1	SOX5
		TEN1-CDK3	SOX6
		TENC1	SOX7
		TENM1	SOX8
		TENM2	SOX9
		TENM3	SP1
		TENM4	SP100
		TEP1	SP110
		TEPP	SP140
		TERC	SP140L
		TERF1	SP2
		TERF2	SP3
		TERF2IP	SP4
		TERT	SP5
		TES	SP6
		TESC	SP7
		TESK1	SP8
		TESK2	SP9
		TESPA1	SPA17
		TET1	SPACA1
		TET2	SPACA3
		TET3	SPACA4
		TEX10	SPACA5
		TEX101	SPACA5B
		TEX11	SPACA6P
		TEX12	SPACA6P-AS
		TEX13A	SPACA7
		TEX13B	SPAG1
		TEX14	SPAG11A
		TEX15	SPAG11B
		TEX19	SPAG16
		TEX2	SPAG17
		TEX21P	SPAG4
		TEX22	SPAG5
		TEX26	SPAG5-AS1
		TEX261	SPAG6
		TEX264	SPAG7
		TEX26-AS1	SPAG8
		TEX28	SPAG9
		TEX29	SPAM1
		TEX30	SPANXA1
		TEX33	SPANXA2
		TEX35	SPANXB1
		TEX36	SPANXC
		TEX36-AS1	SPANXD
		TEX37	SPANXN1
		TEX40	SPANXN2
		TEX41	SPANXN3
		TEX43	SPANXN4
		TF	SPANXN5
		TFAM	SPARC
		TFAMP1	SPARCL1
		TFAP2A	SPAST
		TFAP2B	SPATA12
		TFAP2C	SPATA13
		TFAP2D	SPATA16
		TFAP2E	SPATA17
		TFAP4	SPATA17-AS1
		TFB1M	SPATA18
		TFB2M	SPATA19
		TFCP2	SPATA2
		TFCP2L1	SPATA20
		TFDP1	SPATA21
		TFDP2	SPATA22
		TFDP3	SPATA24
		TFE3	SPATA25
		TFEB	SPATA2L
		TFEC	SPATA3
		TFF1	SPATA31A1
		TFF2	SPATA31A3
		TFF3	SPATA31A5
		TFG	SPATA31A6
		TFIP11	SPATA31A7
		TFPI	SPATA31C1
		TFPI2	SPATA31C2
		TFPT	SPATA31D1
		TFR2	SPATA31D3
		TFRC	SPATA31D4
		TG	SPATA31D5P
		TGDS	SPATA31E1
		TGFA	SPATA32
		TGFA-IT1	SPATA33
		TGFB1	SPATA4
		TGFB2	SPATA41
		TGFB3	SPATA45
		TGFBI	SPATA5
		TGFBR1	SPATA5L1
		TGFBR2	SPATA6
		TGFBR3	SPATA6L
		TGFBR3L	SPATA7
		TGFBRAP1	SPATA8
		TGIF1	SPATA9
		TGIF2	SPATC1
		TGIF2-C20orf24	SPATC1L
		TGIF2LX	SPATS1
		TGIF2LY	SPATS2
		TGM1	SPATS2L
		TGM2	SPC24
		TGM3	SPC25
		TGM4	SPCS1
		TGM5	SPCS2
		TGM6	SPCS3
		TGM7	SPDEF
		TGOLN2	SPDL1
		TGS1	SPDYA
		TH	SPDYC
		THADA	SPDYE1
		THAP1	SPDYE2
		THAP10	SPDYE2B
		THAP11	SPDYE3
		THAP2	SPDYE4
		THAP3	SPDYE5
		THAP4	SPDYE6
		THAP5	SPDYE8P
		THAP6	SPECC1
		THAP7	SPECC1L
		THAP7-AS1	SPECC1L-ADORA2A
		THAP8	SPEF1
		THAP9	SPEF2
		THAP9-AS1	SPEG
		THBD	SPEM1
		THBS1	SPEN
		THBS2	SPERT
		THBS3	SPESP1
		THBS4	SPG11
		THEG	SPG20
		THEG5	SPG20-AS1
		THEGL	SPG21
		THEM4	SPG7
		THEM5	SPHAR
		THEM6	SPHK1
		THEMIS	SPHK2
		THEMIS2	SPHKAP
		THG1L	SPI1
		THNSL1	SPIB
		THNSL2	SPIC
		THOC1	SPICE1
		THOC2	SPIDR
		THOC3	SPIN1
		THOC5	SPIN2A
		THOC6	SPIN2B
		THOC7	SPIN3
		THOC7-AS1	SPIN4
		THOP1	SPINK1
		THRA	SPINK13
		THRAP3	SPINK14
		THRB	SPINK2
		THRB-AS1	SPINK4
		THRIL	SPINK5
		THSD1	SPINK6
		THSD4	SPINK7
		THSD7A	SPINK8
		THSD7B	SPINK9
		THTPA	SPINT1
		THUMPD1	SPINT2
		THUMPD2	SPINT3
		THUMPD3	SPINT4
		THUMPD3-AS1	SPIRE1
		THY1	SPIRE2
		TIA1	SPN
		TIAF1	SPNS1
		TIAL1	SPNS2
		TIAM1	SPNS3
		TIAM2	SPO11
		TICAM1	SPOCD1
		TICAM2	SPOCK1
		TICRR	SPOCK2
		TIE1	SPOCK3
		TIFA	SPON1
		TIFAB	SPON2
		TIGD1	SPOP
		TIGD2	SPOPL
		TIGD3	SPP1
		TIGD4	SPP2
		TIGD5	SPPL2A
		TIGD6	SPPL2B
		TIGD7	SPPL2C
		TIGIT	SPPL3
		TIMD4	SPR
		TIMELESS	SPRED1
		TIMM10	SPRED2
		TIMM10B	SPRED3
		TIMM13	SPRN
		TIMM17A	SPRNP1
		TIMM17B	SPRR1A
		TIMM21	SPRR1B
		TIMM22	SPRR2A
		TIMM23	SPRR2C
		TIMM23B	SPRR2D
		TIMM44	SPRR2E
		TIMM50	SPRR2F
		TIMM8A	SPRR2G
		TIMM8B	SPRR3
		TIMM9	SPRR4
		TIMMDC1	SPRTN
		TIMP1	SPRY1
		TIMP2	SPRY2
		TIMP3	SPRY3
		TIMP4	SPRY4
		TINAG	SPRYD3
		TINAGL1	SPRYD4
		TINCR	SPRYD7
		TINF2	SPSB1
		TIPARP-AS1	SPSB2
		TIPIN	SPSB3
		TIRAP	SPSB4
		TISP43	SPTA1
		TJAP1	SPTAN1
		TJP1	SPTB
		TJP2	SPTBN1
		TJP3	SPTBN2
		TK1	SPTBN4
		TK2	SPTBN5
		TKT	SPTLC1
		TKTL1	SPTLC2
		TKTL2	SPTLC3
		TLCD1	SPTSSA
		TLCD2	SPTSSB
		TLDC1	SPTY2D1
		TLDC2	SPTY2D1-AS1
		TLE1	SPX
		TLE2	SPZ1
		TLE3	SQLE
		TLE4	SQRDL
		TLE6	SQSTM1
		TLK1	SRA1
		TLK2	SRBD1
		TLL1	SRC
		TLL2	SRCAP
		TLN1	SRCIN1
		TLN2	SRD5A1
		TLR1	SRD5A2
		TLR10	SRD5A3
		TLR2	SREBF1
		TLR3	SREBF2
		TLR4	SREK1
		TLR5	SREK1IP1
		TLR6	SRF
		TLR7	SRFBP1
		TLR8	SRGAP1
		TLR8-AS1	SRGAP2
		TLR9	SRGAP2B
		TLX1NB	SRGAP2C
		TLX2	SRGAP2D
		TLX3	SRGAP3
		TM2D1	SRGN
		TM2D2	SRI
		TM2D3	SRL
		TM4SF1	SRM
		TM4SF18	SRMS
		TM4SF19	SRP14
		TM4SF19-TCTEX1D2	SRP19
		TM4SF1-AS1	SRP54
		TM4SF20	SRP68
		TM4SF5	SRP72
		TM6SF1	SRP9
		TM6SF2	SRPK1
		TM7SF2	SRPK2
		TM7SF3	SRPK3
		TM9SF1	SRPR
		TM9SF2	SRPRB
		TM9SF3	SRPX
		TM9SF4	SRPX2
		TMA16	SRR
		TMA7	SRRD
		TMBIM1	SRRM1
		TMBIM4	SRRM2
		TMBIM6	SRRM2-AS1
		TMC1	SRRM3
		TMC2	SRRM4
		TMC3	SRRM5
		TMC4	SRRT
		TMC5	SRSF1
		TMC6	SRSF10
		TMC7	SRSF11
		TMC8	SRSF12
		TMCC1	SRSF2
		TMCC1-AS1	SRSF3
		TMCC2	SRSF4
		TMCO1	SRSF5
		TMCO2	SRSF6
		TMCO3	SRSF7
		TMCO4	SRSF8
		TMCO5A	SRSF9
		TMCO5B	SRXN1
		TMCO6	SRY
		TMED10	SS18
		TMED10P1	SS18L1
		TMED11P	SS18L2
		TMED2	SSB
		TMED4	SSBP1
		TMED5	SSBP2
		TMED6	SSBP3
		TMED7	SSBP3-AS1
		TMED7-TICAM2	SSBP4
		TMED8	SSC4D
		TMED9	SSC5D
		TMEFF1	SSFA2
		TMEFF2	SSH1
		TMEM100	SSH2
		TMEM101	SSH3
		TMEM102	SSMEM1
		TMEM104	SSNA1
		TMEM105	SSPN
		TMEM106A	SSPO
		TMEM106B	SSR1
		TMEM106C	SSR2
		TMEM107	SSR3
		TMEM108	SSR4
		TMEM108-AS1	SSRP1
		TMEM109	SSSCA1
		TMEM110	SSSCA1-AS1
		TMEM110-MUSTN1	SST
		TMEM114	SSTR1
		TMEM115	SSTR2
		TMEM116	SSTR3
		TMEM117	SSTR4
		TMEM119	SSTR5
		TMEM120A	SSTR5-AS1
		TMEM120B	SSU72
		TMEM121	SSUH2
		TMEM123	SSX1
		TMEM125	SSX2
		TMEM126A	SSX2B
		TMEM126B	SSX2IP
		TMEM127	SSX3
		TMEM128	SSX4
		TMEM129	SSX4B
		TMEM130	SSX5
		TMEM131	SSX6
		TMEM132A	SSX7
		TMEM132B	SSX9
		TMEM132C	ST13
		TMEM132D	ST13P4
		TMEM132E	ST14
		TMEM133	ST18
		TMEM134	ST20
		TMEM135	ST20-AS1
		TMEM136	ST20-MTHFS
		TMEM138	ST3GAL1
		TMEM139	ST3GAL2
		TMEM140	ST3GAL3
		TMEM141	ST3GAL4
		TMEM143	ST3GAL4-AS1
		TMEM144	ST3GAL5
		TMEM145	ST3GAL6
		TMEM147	ST5
		TMEM14A	ST6GAL1
		TMEM14B	ST6GAL2
		TMEM14C	ST6GALNAC1
		TMEM14E	ST6GALNAC2
		TMEM150A	ST6GALNAC3
		TMEM150B	ST6GALNAC4
		TMEM150C	ST6GALNAC5
		TMEM151A	ST6GALNAC6
		TMEM151B	ST7
		TMEM154	ST7-AS1
		TMEM155	ST7-AS2
		TMEM156	ST7L
		TMEM158	ST7-OT3
		TMEM159	ST7-OT4
		TMEM160	ST8SIA1
		TMEM161A	ST8SIA2
		TMEM161B	ST8SIA3
		TMEM161B-AS1	ST8SIA4
		TMEM163	ST8SIA5
		TMEM164	ST8SIA6
		TMEM165	STAB1
		TMEM167A	STAB2
		TMEM167B	STAC
		TMEM168	STAC2
		TMEM169	STAC3
		TMEM17	STAG1
		TMEM170A	STAG2
		TMEM170B	STAG3
		TMEM171	STAG3L1
		TMEM173	STAG3L2
		TMEM174	STAG3L3
		TMEM175	STAG3L4
		TMEM176A	STAG3L5P-PVRIG2P-PILRB
		TMEM176B	STAM
		TMEM177	STAM2
		TMEM178A	STAMBP
		TMEM178B	STAMBPL1
		TMEM179	STAP1
		TMEM179B	STAP2
		TMEM18	STAR
		TMEM180	STARD10
		TMEM181	STARD13
		TMEM182	STARD3
		TMEM183A	STARD3NL
		TMEM183B	STARD4
		TMEM184A	STARD4-AS1
		TMEM184B	STARD5
		TMEM184C	STARD6
		TMEM185A	STARD7
		TMEM185B	STARD7-AS1
		TMEM186	STARD8
		TMEM187	STARD9
		TMEM189	STAT1
		TMEM189-UBE2V1	STAT2
		TMEM19	STAT3
		TMEM190	STAT4
		TMEM191A	STAT5A
		TMEM191B	STAT5B
		TMEM191C	STAT6
		TMEM192	STATH
		TMEM194A	STAU1
		TMEM194B	STAU2
		TMEM196	STAU2-AS1
		TMEM198	STBD1
		TMEM198B	STC1
		TMEM199	STC2
		TMEM200A	STEAP1
		TMEM200B	STEAP1B
		TMEM200C	STEAP2
		TMEM201	STEAP3
		TMEM202	STEAP3-AS1
		TMEM203	STEAP4
		TMEM204	STH
		TMEM205	STIL
		TMEM206	STIM1
		TMEM207	STIM2
		TMEM208	STIP1
		TMEM209	STK10
		TMEM210	STK11
		TMEM211	STK11IP
		TMEM212	STK16
		TMEM213	STK17A
		TMEM214	STK17B
		TMEM215	STK19
		TMEM216	STK24
		TMEM217	STK25
		TMEM218	STK26
		TMEM219	STK3
		TMEM220	STK31
		TMEM220-AS1	STK32A
		TMEM221	STK32B
		TMEM222	STK32C
		TMEM223	STK33
		TMEM225	STK35
		TMEM229A	STK36
		TMEM229B	STK38
		TMEM230	STK38L
		TMEM231	STK39
		TMEM232	STK4
		TMEM233	STK40
		TMEM234	STK4-AS1
		TMEM235	STKLD1
		TMEM236	STMN1
		TMEM237	STMN2
		TMEM238	STMN3
		TMEM239	STMN4
		TMEM240	STMND1
		TMEM241	STOM
		TMEM242	STOML1
		TMEM243	STOML2
		TMEM244	STOML3
		TMEM245	STON1
		TMEM246	STON1-GTF2A1L
		TMEM247	STON2
		TMEM248	STOX1
		TMEM249	STOX2
		TMEM25	STPG1
		TMEM251	STPG2
		TMEM252	STRA13
		TMEM253	STRA6
		TMEM254	STRA8
		TMEM254-AS1	STRADA
		TMEM255A	STRADB
		TMEM255B	STRAP
		TMEM256	STRBP
		TMEM256-PLSCR3	STRC
		TMEM257	STRIP1
		TMEM258	STRIP2
		TMEM259	STRN
		TMEM26	STRN3
		TMEM260	STRN4
		TMEM261	STS
		TMEM262	STT3A
		TMEM263	STT3B
		TMEM27	STUB1
		TMEM30A	STX10
		TMEM30B	STX11
		TMEM30C	STX12
		TMEM31	STX16
		TMEM33	STX16-NPEPL1
		TMEM35	STX17
		TMEM37	STX18
		TMEM38A	STX19
		TMEM38B	STX1A
		TMEM39A	STX1B
		TMEM39B	STX2
		TMEM40	STX3
		TMEM41A	STX4
		TMEM41B	STX5
		TMEM42	STX6
		TMEM43	STX7
		TMEM44	STX8
		TMEM44-AS1	STXBP1
		TMEM45A	STXBP2
		TMEM47	STXBP3
		TMEM5	STXBP4
		TMEM50A	STXBP5
		TMEM50B	STXBP5-AS1
		TMEM51	STXBP5L
		TMEM51-AS1	STXBP6
		TMEM52	STYK1
		TMEM52B	STYX
		TMEM53	STYXL1
		TMEM54	SUB1
		TMEM55A	SUCLA2
		TMEM55B	SUCLG1
		TMEM56	SUCLG2
		TMEM56-RWDD3	SUCLG2-AS1
		TMEM57	SUCNR1
		TMEM59	SUCO
		TMEM59L	SUDS3
		TMEM60	SUFU
		TMEM61	SUGCT
		TMEM62	SUGP1
		TMEM63A	SUGP2
		TMEM63B	SUGT1
		TMEM63C	SUGT1P3
		TMEM64	SULF1
		TMEM65	SULF2
		TMEM66	SULT1A1
		TMEM67	SULT1A2
		TMEM68	SULT1A3
		TMEM69	SULT1A4
		TMEM70	SULT1B1
		TMEM71	SULT1C2
		TMEM72	SULT1C2P1
		TMEM72-AS1	SULT1C3
		TMEM74	SULT1C4
		TMEM75	SULT1E1
		TMEM79	SULT2A1
		TMEM80	SULT2B1
		TMEM81	SULT4A1
		TMEM82	SULT6B1
		TMEM86A	SUMF1
		TMEM86B	SUMF2
		TMEM87A	SUMO1
		TMEM87B	SUMO1P1
		TMEM88	SUMO2
		TMEM88B	SUMO3
		TMEM89	SUMO4
		TMEM8A	SUN1
		TMEM8B	SUN2
		TMEM8C	SUN3
		TMEM9	SUN5
		TMEM91	SUOX
		TMEM92	SUPT16H
		TMEM95	SUPT20H
		TMEM97	SUPT20HL1
		TMEM98	SUPT20HL2
		TMEM99	SUPT3H
		TMEM9B	SUPT4H1
		TMEM9B-AS1	SUPT5H
		TMF1	SUPT6H
		TMIGD1	SUPT7L
		TMIGD2	SUPV3L1
		TMLHE	SURF1
		TMLHE-AS1	SURF2
		TMOD1	SURF4
		TMOD3	SURF6
		TMOD4	SUSD1
		TMPO	SUSD2
		TMPO-AS1	SUSD3
		TMPPE	SUSD4
		TMPRSS11A	SUSD5
		TMPRSS11B	SUSD6
		TMPRSS11BNL	SUV39H1
		TMPRSS11D	SUV39H2
		TMPRSS11E	SUV420H1
		TMPRSS11F	SUV420H2
		TMPRSS11GP	SUZ12
		TMPRSS12	SV2A
		TMPRSS15	SV2B
		TMPRSS2	SV2C
		TMPRSS3	SVEP1
		TMPRSS4	SVIL
		TMPRSS4-AS1	SVIL-AS1
		TMPRSS5	SVILP1
		TMPRSS7	SVIP
		TMPRSS9	SVOP
		TMSB10	SVOPL
		TMSB15A	SWAP70
		TMSB15B	SWI5
		TMSB4X	SWSAP1
		TMSB4Y	SWT1
		TMTC1	SYAP1
		TMTC2	SYBU
		TMTC3	SYCE1
		TMTC4	SYCE1L
		TMUB1	SYCE2
		TMUB2	SYCE3
		TMX1	SYCN
		TMX2	SYCP1
		TMX2-CTNND1	SYCP2
		TMX3	SYCP2L
		TMX4	SYCP3
		TNC	SYDE1
		TNF	SYDE2
		TNFAIP1	SYF2
		TNFAIP2	SYK
		TNFAIP3	SYMPK
		TNFAIP6	SYN1
		TNFAIP8	SYN2
		TNFAIP8L1	SYN3
		TNFAIP8L2	SYNC
		TNFAIP8L2-SCNM1	SYNCRIP
		TNFAIP8L3	SYNDIG1
		TNFRSF10A	SYNDIG1L
		TNFRSF10B	SYNE1
		TNFRSF10C	SYNE1-AS1
		TNFRSF10D	SYNE2
		TNFRSF11A	SYNE3
		TNFRSF11B	SYNE4
		TNFRSF12A	SYNGAP1
		TNFRSF13B	SYNGR1
		TNFRSF13C	SYNGR2
		TNFRSF14	SYNGR3
		TNFRSF17	SYNGR4
		TNFRSF18	SYNJ1
		TNFRSF19	SYNJ2
		TNFRSF1A	SYNJ2BP
		TNFRSF1B	SYNJ2BP-COX16
		TNFRSF21	SYNM
		TNFRSF25	SYNPO
		TNFRSF4	SYNPO2
		TNFRSF6B	SYNPO2L
		TNFRSF8	SYNPR
		TNFRSF9	SYNRG
		TNFSF10	SYP
		TNFSF11	SYP-AS1
		TNFSF12	SYPL1
		TNFSF12-TNFSF13	SYPL2
		TNFSF13	SYS1
		TNFSF13B	SYS1-DBNDD2
		TNFSF14	SYT1
		TNFSF15	SYT10
		TNFSF18	SYT11
		TNFSF4	SYT12
		TNFSF8	SYT13
		TNFSF9	SYT14
		TNIK	SYT14P1
		TNIP1	SYT15
		TNIP2	SYT16
		TNIP3	SYT17
		TNK1	SYT2
		TNK2	SYT3
		TNKS	SYT4
		TNKS1BP1	SYT5
		TNKS2	SYT6
		TNKS2-AS1	SYT7
		TNMD	SYT8
		TNNC1	SYT9
		TNNC2	SYTL1
		TNNI1	SYTL2
		TNNI2	SYTL3
		TNNI3	SYTL4
		TNNI3K	SYTL5
		TNNT1	SYVN1
		TNNT2	SZRD1
		TNNT3	SZT2
		TNP1	T
		TNP2	TAAR1
		TNPO1	TAAR2
		TNPO2	TAAR3
		TNPO3	TAAR5
		TNR	TAAR6
		TNRC18	TAAR8
